id,u,i,label
753,3,1085,0
754,3,1217,0
755,297,323,0
756,215,352,0
757,41,714,0
758,773,2474,0
759,215,440,0
760,192,1917,0
761,1,352,0
762,381,421,0
763,1,108,0
764,237,1094,0
765,420,528,0
766,1,1935,0
767,22,536,0
768,653,717,0
769,15,3760,0
770,419,1925,0
771,401,990,0
772,323,3747,0
773,323,657,0
774,534,653,0
775,1,2487,0
776,536,1087,0
777,1418,1623,0
778,128,1224,0
779,3,1614,0
780,0,533,0
781,323,1930,0
782,323,1939,0
783,99,2489,0
784,419,771,0
785,469,1226,0
786,41,83,0
787,1614,1917,0
788,441,536,0
789,717,1930,0
790,108,421,0
791,83,298,0
792,1,657,0
793,251,1941,0
794,36,1398,0
795,237,354,0
796,237,1623,0
797,20,533,0
798,237,713,0
799,273,421,0
800,0,41,0
801,83,609,0
802,83,2480,0
803,83,847,0
804,148,535,0
805,83,1097,0
806,995,1614,0
807,83,418,0
808,310,1614,0
809,1231,1935,0
810,1226,3730,0
811,402,713,0
812,339,3580,0
813,766,1605,0
814,47,269,0
815,534,535,0
816,443,565,0
817,3,2491,0
818,1,1224,0
819,1,1231,0
820,47,3549,0
821,47,3689,0
822,148,466,0
823,0,1231,0
824,118,3689,0
825,774,2493,0
826,421,1919,0
827,421,466,0
828,441,3689,0
829,128,842,0
830,3580,3689,0
831,296,3730,0
832,15,536,0
833,47,3580,0
834,47,608,0
835,158,3580,0
836,158,1233,0
837,174,3767,0
838,128,1095,0
839,128,1411,0
840,310,609,0
841,128,422,0
842,272,1930,0
843,208,1934,0
844,565,715,0
845,535,1622,0
846,128,563,0
847,251,1228,0
848,3,717,0
849,1225,1617,0
850,340,1937,0
851,3,110,0
852,534,911,0
853,3,1414,0
854,533,911,0
855,533,3760,0
856,108,565,0
857,36,3549,0
858,421,506,0
859,421,1418,0
860,1097,3767,0
861,435,1418,0
862,339,1944,0
863,44,562,0
864,715,2494,0
865,83,112,0
866,128,846,0
867,180,381,0
868,339,499,0
869,128,297,0
870,83,535,0
871,338,534,0
872,911,1622,0
873,128,1407,0
874,128,1096,0
875,128,772,0
876,128,1091,0
877,3,312,0
878,186,506,0
879,105,186,0
880,47,849,0
881,43,44,0
882,180,400,0
883,1,298,0
884,1,1420,0
885,20,2485,0
886,30,108,0
887,83,3767,0
888,381,3767,0
889,507,608,0
890,3,566,0
891,292,774,0
892,715,1088,0
893,88,174,0
894,83,323,0
895,174,312,0
896,3,147,0
897,15,147,0
898,44,148,0
899,3,1620,0
900,47,312,0
901,506,3767,0
902,715,1942,0
903,36,609,0
904,147,312,0
905,118,661,0
906,774,3767,0
907,323,1099,0
908,443,507,0
909,108,180,0
910,158,3767,0
911,71,323,0
912,158,1098,0
913,71,446,0
914,43,419,0
915,158,443,0
916,43,445,0
917,43,444,0
918,3,715,0
919,71,567,0
920,43,339,0
921,507,3767,0
922,43,661,0
923,71,180,0
924,339,1624,0
925,441,850,0
926,83,444,0
927,441,3580,0
928,0,1941,0
929,15,566,0
930,120,324,0
931,208,324,0
932,715,912,0
933,443,3767,0
934,44,88,0
935,444,445,0
936,401,609,0
937,62,536,0
938,44,224,0
939,44,536,0
940,224,1100,0
941,224,1618,0
942,53,609,0
943,850,1220,0
944,3,608,0
945,44,1082,0
946,44,1946,0
947,53,565,0
948,298,354,0
949,1078,1404,0
950,354,472,0
951,3,3767,0
952,3,1232,0
953,236,912,0
954,236,504,0
955,661,1233,0
956,149,506,0
957,2486,3767,0
958,1,1097,0
959,110,3767,0
960,1628,1949,0
961,1628,3591,0
962,1628,1948,0
963,107,381,0
964,1,2498,0
965,105,3760,0
966,1,2496,0
967,1628,3549,0
968,1,250,0
969,105,354,0
970,1949,3591,0
971,1948,3591,0
972,180,3760,0
973,503,994,0
974,98,149,0
975,441,1946,0
976,0,3767,0
977,442,2495,0
978,186,849,0
979,118,1945,0
980,30,107,0
981,105,421,0
982,128,200,0
983,128,658,0
984,128,1088,0
985,128,657,0
986,15,108,0
987,128,909,0
988,3,507,0
989,41,3760,0
990,214,568,0
991,421,535,0
992,442,2490,0
993,98,443,0
994,139,659,0
995,44,568,0
996,443,562,0
997,443,1629,0
998,653,715,0
999,128,1409,0
1000,128,1092,0
1001,1,507,0
1002,224,402,0
1003,128,907,0
1004,128,1079,0
1005,49,98,0
1006,400,659,0
1007,83,1627,0
1008,128,1210,0
1009,128,1230,0
1010,180,403,0
1011,235,272,0
1012,22,1421,0
1013,381,653,0
1014,339,536,0
1015,338,913,0
1016,338,507,0
1017,128,1421,0
1018,107,1950,0
1019,128,421,0
1020,128,1413,0
1021,532,775,0
1022,128,1222,0
1023,849,1632,0
1024,105,224,0
1025,87,128,0
1026,105,535,0
1027,180,404,0
1028,404,530,0
1029,180,3767,0
1030,404,443,0
1031,404,568,0
1032,73,1619,0
1033,440,2500,0
1034,355,1100,0
1035,128,1410,0
1036,530,1632,0
1037,472,998,0
1038,15,62,0
1039,262,354,0
1040,715,1629,0
1041,352,1100,0
1042,149,472,0
1043,716,1611,0
1044,567,1632,0
1045,108,998,0
1046,403,1627,0
1047,128,1078,0
1048,1,262,0
1049,148,530,0
1050,224,3591,0
1051,148,1950,0
1052,148,659,0
1053,224,233,0
1054,224,262,0
1055,224,441,0
1056,849,1404,0
1057,44,715,0
1058,224,2502,0
1059,262,1099,0
1060,128,1417,0
1061,262,1235,0
1062,44,1622,0
1063,340,1001,0
1064,100,841,0
1065,3,569,0
1066,44,2501,0
1067,44,569,0
1068,403,660,0
1069,100,566,0
1070,139,215,0
1071,128,771,0
1072,423,536,0
1073,128,469,0
1074,44,1942,0
1075,403,1955,0
1076,404,506,0
1077,843,1233,0
1078,535,537,0
1079,1632,3505,0
1080,569,1100,0
1081,49,1931,0
1082,49,1235,0
1083,3,653,0
1084,149,298,0
1085,215,271,0
1086,118,292,0
1087,403,423,0
1088,166,273,0
1089,325,1001,0
1090,128,712,0
1091,1,64,0
1092,128,996,0
1093,128,1085,0
1094,32,403,0
1095,354,443,0
1096,128,844,0
1097,128,1212,0
1098,128,148,0
1099,441,1629,0
1100,128,158,0
1101,98,659,0
1102,180,998,0
1103,381,423,0
1104,96,995,0
1105,83,1615,0
1106,34,49,0
1107,128,400,0
1108,128,986,0
1109,49,262,0
1110,3,537,0
1111,174,403,0
1112,128,845,0
1113,771,999,0
1114,292,504,0
1115,3,325,0
1116,83,908,0
1117,83,1422,0
1118,83,338,0
1119,83,717,0
1120,44,174,0
1121,153,269,0
1122,62,83,0
1123,128,536,0
1124,153,339,0
1125,3,533,0
1126,223,224,0
1127,500,1101,0
1128,355,1414,0
1129,355,467,0
1130,403,908,0
1131,338,1625,0
1132,338,915,0
1133,83,105,0
1134,83,499,0
1135,403,443,0
1136,128,166,0
1137,908,1959,0
1138,15,153,0
1139,1231,2503,0
1140,403,1958,0
1141,47,1234,0
1142,47,108,0
1143,47,168,0
1144,3,340,0
1145,403,472,0
1146,83,1099,0
1147,83,608,0
1148,404,908,0
1149,403,2505,0
1150,404,467,0
1151,15,849,0
1152,323,1101,0
1153,325,908,0
1154,1624,3730,0
1155,47,1419,0
1156,446,998,0
1157,325,338,0
1158,325,341,0
1159,341,446,0
1160,238,1102,0
1161,849,1959,0
1162,364,611,0
1163,323,1952,0
1164,138,1082,0
1165,1,1634,0
1166,323,611,0
1167,153,466,0
1168,1,62,0
1169,44,233,0
1170,44,849,0
1171,238,914,0
1172,44,1633,0
1173,1,1956,0
1174,238,570,0
1175,1,914,0
1176,138,166,0
1177,444,1624,0
1178,83,223,0
1179,339,1943,0
1180,340,567,0
1181,193,1954,0
1182,83,381,0
1183,914,1103,0
1184,339,1000,0
1185,108,534,0
1186,421,850,0
1187,174,325,0
1188,2492,3550,0
1189,570,1102,0
1190,41,911,0
1191,535,611,0
1192,214,1404,0
1193,562,772,0
1194,138,340,0
1195,364,716,0
1196,443,850,0
1197,535,1964,0
1198,9,568,0
1199,3,916,0
1200,15,352,0
1201,3,2510,0
1202,501,715,0
1203,364,712,0
1204,138,662,0
1205,138,2509,0
1206,166,1963,0
1207,1,776,0
1208,381,1001,0
1209,138,2506,0
1210,83,506,0
1211,83,1416,0
1212,355,538,0
1213,0,1951,0
1214,355,404,0
1215,87,1404,0
1216,340,1223,0
1217,1104,2509,0
1218,74,1099,0
1219,108,214,0
1220,340,849,0
1221,15,340,0
1222,214,472,0
1223,499,1424,0
1224,352,1101,0
1225,3,1633,0
1226,3,105,0
1227,610,2504,0
1228,441,2499,0
1229,118,2520,0
1230,44,718,0
1231,20,2519,0
1232,130,153,0
1233,912,1621,0
1234,138,2513,0
1235,153,440,0
1236,83,403,0
1237,610,1103,0
1238,9,138,0
1239,180,1965,0
1240,138,2514,0
1241,610,1961,0
1242,1104,1634,0
1243,1103,2515,0
1244,138,2508,0
1245,9,718,0
1246,32,44,0
1247,9,3616,0
1248,83,852,0
1249,440,1237,0
1250,9,2518,0
1251,610,914,0
1252,138,326,0
1253,467,501,0
1254,535,1236,0
1255,128,1402,0
1256,440,1236,0
1257,610,2516,0
1258,149,510,0
1259,44,365,0
1260,20,915,0
1261,44,403,0
1262,47,567,0
1263,138,2517,0
1264,538,851,0
1265,310,1425,0
1266,15,3616,0
1267,354,2511,0
1268,44,1423,0
1269,168,364,0
1270,1,180,0
1271,138,717,0
1272,718,1637,0
1273,9,248,0
1274,20,180,0
1275,138,2521,0
1276,181,567,0
1277,3,180,0
1278,298,712,0
1279,9,509,0
1280,355,3550,0
1281,130,168,0
1282,74,1416,0
1283,9,1635,0
1284,64,849,0
1285,149,665,0
1286,249,2522,0
1287,9,1966,0
1288,20,36,0
1289,339,663,0
1290,424,467,0
1291,3,917,0
1292,364,1968,0
1293,611,1637,0
1294,15,441,0
1295,1635,1966,0
1296,251,993,0
1297,3,535,0
1298,130,352,0
1299,47,474,0
1300,15,64,0
1301,49,1947,0
1302,222,472,0
1303,15,1639,0
1304,251,1083,0
1305,136,851,0
1306,225,919,0
1307,3,130,0
1308,168,446,0
1309,327,1100,0
1310,120,500,0
1311,136,2525,0
1312,74,215,0
1313,501,532,0
1314,44,3767,0
1315,200,567,0
1316,200,297,0
1317,138,327,0
1318,128,235,0
1319,128,503,0
1320,153,424,0
1321,538,1638,0
1322,74,917,0
1323,128,770,0
1324,917,919,0
1325,128,1080,0
1326,181,659,0
1327,216,1920,0
1328,339,920,0
1329,366,1637,0
1330,181,840,0
1331,366,367,0
1332,216,910,0
1333,216,327,0
1334,216,400,0
1335,216,367,0
1336,15,222,0
1337,216,2524,0
1338,326,3551,0
1339,49,1416,0
1340,41,3616,0
1341,138,719,0
1342,510,611,0
1343,148,181,0
1344,3,1106,0
1345,128,502,0
1346,53,327,0
1347,714,3616,0
1348,74,567,0
1349,30,64,0
1350,108,327,0
1351,44,1106,0
1352,47,1238,0
1353,128,3728,0
1354,510,567,0
1355,446,1970,0
1356,128,1216,0
1357,138,712,0
1358,327,910,0
1359,136,843,0
1360,238,3601,0
1361,1427,2527,0
1362,3,1641,0
1363,181,365,0
1364,327,471,0
1365,136,2526,0
1366,438,993,0
1367,327,1963,0
1368,326,1239,0
1369,53,1105,0
1370,105,714,0
1371,714,921,0
1372,3,1108,0
1373,49,1427,0
1374,528,2528,0
1375,138,1640,0
1376,128,564,0
1377,108,1427,0
1378,98,1641,0
1379,98,148,0
1380,154,326,0
1381,154,366,0
1382,910,1913,0
1383,326,382,0
1384,528,1209,0
1385,567,656,0
1386,148,168,0
1387,15,186,0
1388,74,168,0
1389,74,327,0
1390,921,3686,0
1391,36,96,0
1392,216,1972,0
1393,531,3578,0
1394,148,216,0
1395,148,154,0
1396,339,2462,0
1397,181,712,0
1398,181,235,0
1399,216,381,0
1400,327,1234,0
1401,49,364,0
1402,108,921,0
1403,234,3578,0
1404,1,235,0
1405,235,2531,0
1406,235,382,0
1407,235,1972,0
1408,235,921,0
1409,235,364,0
1410,235,528,0
1411,192,528,0
1412,216,1234,0
1413,367,381,0
1414,53,367,0
1415,53,913,0
1416,168,174,0
1417,3,660,0
1418,168,667,0
1419,327,446,0
1420,3,776,0
1421,656,1643,0
1422,656,2451,0
1423,327,660,0
1424,667,3551,0
1425,168,1002,0
1426,441,1105,0
1427,105,327,0
1428,1,3578,0
1429,238,1103,0
1430,441,1636,0
1431,535,667,0
1432,139,1643,0
1433,47,298,0
1434,662,2532,0
1435,129,216,0
1436,1976,1977,0
1437,129,567,0
1438,73,1647,0
1439,382,1646,0
1440,382,714,0
1441,1,1976,0
1442,73,366,0
1443,181,216,0
1444,108,668,0
1445,251,342,0
1446,1,181,0
1447,436,668,0
1448,215,1615,0
1449,3,366,0
1450,49,1973,0
1451,235,292,0
1452,238,1109,0
1453,181,441,0
1454,130,668,0
1455,366,1647,0
1456,440,720,0
1457,366,382,0
1458,98,1618,0
1459,1083,2488,0
1460,473,668,0
1461,181,919,0
1462,20,44,0
1463,105,153,0
1464,49,1240,0
1465,181,366,0
1466,436,1978,0
1467,297,338,0
1468,174,216,0
1469,181,777,0
1470,108,667,0
1471,668,2533,0
1472,3,1397,0
1473,656,1923,0
1474,367,1000,0
1475,36,656,0
1476,1,1928,0
1477,714,1920,0
1478,225,322,0
1479,105,508,0
1480,108,778,0
1481,49,1974,0
1482,3,1635,0
1483,30,139,0
1484,225,719,0
1485,181,472,0
1486,238,1644,0
1487,3,909,0
1488,3,87,0
1489,15,778,0
1490,322,1240,0
1491,474,1979,0
1492,181,322,0
1493,181,381,0
1494,1422,1980,0
1495,129,1634,0
1496,181,608,0
1497,3,1002,0
1498,20,668,0
1499,49,402,0
1500,49,1003,0
1501,381,1003,0
1502,381,917,0
1503,20,1003,0
1504,238,1971,0
1505,1231,1642,0
1506,1928,1975,0
1507,83,1974,0
1508,120,342,0
1509,572,1000,0
1510,436,719,0
1511,49,662,0
1512,105,659,0
1513,664,1102,0
1514,130,1240,0
1515,238,447,0
1516,225,3551,0
1517,149,659,0
1518,662,1240,0
1519,422,1107,0
1520,15,225,0
1521,15,44,0
1522,180,533,0
1523,15,1982,0
1524,129,382,0
1525,105,471,0
1526,216,662,0
1527,225,1003,0
1528,20,129,0
1529,225,612,0
1530,30,778,0
1531,613,1107,0
1532,1400,2526,0
1533,2535,3551,0
1534,466,2536,0
1535,3,1238,0
1536,3,1107,0
1537,610,664,0
1538,98,144,0
1539,473,474,0
1540,36,296,0
1541,43,1428,0
1542,298,1240,0
1543,512,2538,0
1544,192,721,0
1545,367,1242,0
1546,512,1977,0
1547,1621,2539,0
1548,3,201,0
1549,64,1983,0
1550,74,466,0
1551,340,446,0
1552,15,120,0
1553,138,571,0
1554,342,854,0
1555,181,506,0
1556,471,1234,0
1557,148,564,0
1558,1983,1984,0
1559,528,1220,0
1560,608,1242,0
1561,44,2540,0
1562,49,441,0
1563,216,1650,0
1564,153,3676,0
1565,108,721,0
1566,1217,1614,0
1567,44,201,0
1568,49,405,0
1569,64,1932,0
1570,1,3686,0
1571,1242,3686,0
1572,216,405,0
1573,506,1984,0
1574,466,2537,0
1575,36,569,0
1576,101,534,0
1577,447,922,0
1578,49,89,0
1579,537,1240,0
1580,236,562,0
1581,49,99,0
1582,297,567,0
1583,41,923,0
1584,43,714,0
1585,920,1209,0
1586,311,714,0
